mission,setno,station,scientific_name,common_name,abundance,biomass_g,comments
BOF2012001,2012.003,B,Isodictya palmata,palmate sponge,2,399,NA
BOF2012001,2012.003,B,Merluccius bilinearis,silver hake,98,5184,NA
BOF2012001,2012.003,B,Metridium senile,frilled anemone,5,180,NA
BOF2012001,2012.003,B,Myoxocephalus octodecemspinosus,longhorn sculpin,9,1734,NA
BOF2012001,2012.003,B,Osmerus mordax,smelt,122,2955,NA
BOF2012001,2012.003,B,Pandalus borealis,northern shrimp,1328,11060,NA
BOF2012001,2012.003,B,Pandalus montagui,Montague shrimp,261,1325,NA
BOF2012001,2012.003,B,Peprilus triacanthus,butterfish,2,63,NA
BOF2012001,2012.003,B,Pseudopleuronectes americanus,winter flounder,44,2388,NA
BOF2012001,2012.003,B,Urticina felina,northern red anemone,6,372,NA
BOF2012001,2012.004,A,Alosa pseudoharengus,alewife,18,1334,NA
BOF2012001,2012.004,A,Asterias vulgaris,northern sea star,16,570,NA
BOF2012001,2012.004,A,Boltenia ovifera,stalked sea squirt,1,8,NA
BOF2012001,2012.004,A,Buccinum undatum,waved whelk,4,80,NA
BOF2012001,2012.004,A,Campanularia sp.,wine glass hydroid,1,3,NA
BOF2012001,2012.004,A,Ciona intestinalis,sea vase,1,6,NA
BOF2012001,2012.004,A,Clinocardium ciliatum,Iceland cockle,6,55,NA
BOF2012001,2012.004,A,Crangon septemspinosa,sand shrimp,36,144,NA
BOF2012001,2012.004,A,Cucumaria frondosa,orange-footed sea cucumber,12,1128,NA
BOF2012001,2012.004,A,Didemnum sp.,northern white crust,1,5,NA
BOF2012001,2012.004,A,Halichondria sp.,Halichondria sp.,1,41,NA
BOF2012001,2012.004,A,Halocynthia pyriformis,sea peach,1,4,NA
BOF2012001,2012.004,A,Henricia sanguinolenta,blood star,5,25,NA
BOF2012001,2012.004,A,Homarus americanus,American lobster,10,5216,NA
BOF2012001,2012.004,A,Hyas coarctatus,Atlantic lyre crab,1,5,NA
BOF2012001,2012.004,A,Doryteuthis pealeii,longfin inshore squid,355,30835,NA
BOF2012001,2012.004,A,Myoxocephalus octodecemspinosus,longhorn sculpin,7,119,NA
BOF2012001,2012.004,A,Pagurus acadianus,Acadian hermit crab,1,15,NA
BOF2012001,2012.004,A,Peprilus triacanthus,butterfish,5,318,NA
BOF2012001,2012.004,A,Placopecten magellanicus,deep sea scallop,88,2235,NA
BOF2012001,2012.004,A,Pseudopleuronectes americanus,winter flounder,6,330,NA
BOF2012001,2012.004,A,Scomber scombrus,mackerel,9,1183,NA
BOF2012001,2012.004,A,Strongylocentrotus droebachiensis,green sea urchin,418,2110,NA
BOF2012001,2012.004,A,Tubularia sp.,tubularia hydroid,1,2,NA
BOF2012001,2012.004,A,Urophycis tenuis,white hake,27,2115,NA
BOF2012001,2012.004,A,Urticina felina,northern red anemone,1,25,NA
BOF2012001,2012.004,A,Zoarces americanus,ocean pout,1,408,NA
BOF2012001,2012.005,A,Alosa pseudoharengus,alewife,11,649,NA
BOF2012001,2012.005,A,Asterias vulgaris,northern sea star,2,285,NA
BOF2012001,2012.005,A,Boltenia ovifera,stalked sea squirt,6,127,NA
BOF2012001,2012.005,A,Carcinus maenas,green crab,1,10,NA
BOF2012001,2012.005,A,Ciona intestinalis,sea vase,21,147,NA
BOF2012001,2012.005,A,Cucumaria frondosa,orange-footed sea cucumber,18,5800,NA
BOF2012001,2012.005,A,Didemnum sp.,northern white crust,1,5,NA
BOF2012001,2012.005,A,Halocynthia pyriformis,sea peach,4,16,NA
BOF2012001,2012.005,A,Henricia sanguinolenta,blood star,1,10,NA
BOF2012001,2012.005,A,Homarus americanus,American lobster,51,30722,NA
BOF2012001,2012.005,A,Hyas coarctatus,Atlantic lyre crab,1,15,NA
BOF2012001,2012.005,A,Doryteuthis pealeii,longfin inshore squid,422,28899,NA
BOF2012001,2012.005,A,Isodictya palmata,palmate sponge,2,132,NA
BOF2012001,2012.005,A,Lebbeus groenlandicus,Greenland shrimp,19,31,NA
BOF2012001,2012.005,A,Lepiodonotus squamatus,scale worm,2,2,NA
BOF2012001,2012.005,A,Leucoraja erinacea,little skate,6,119,NA
BOF2012001,2012.005,A,Merluccius bilinearis,silver hake,20,1106,NA
BOF2012001,2012.005,A,Metridium senile,frilled anemone,4,68,NA
BOF2012001,2012.005,A,Molgula sp.,sea grape,6,18,NA
BOF2012001,2012.005,A,Myoxocephalus octodecemspinosus,longhorn sculpin,2,12,NA
BOF2012001,2012.005,A,Mytilus edulis,blue mussel,1,5,NA
BOF2012001,2012.005,A,Peprilus triacanthus,butterfish,31,775,NA
BOF2012001,2012.005,A,Placopecten magellanicus,deep sea scallop,17,239,NA
BOF2012001,2012.005,A,Pseudopleuronectes americanus,winter flounder,54,2154,NA
BOF2012001,2012.005,A,Scomber scombrus,mackerel,8,895,NA
BOF2012001,2012.005,A,Scophthalmus aquosus,windowpane flounder,1,46,NA
BOF2012001,2012.005,A,Spisula solidissima,surf clam,2,20,NA
BOF2012001,2012.005,A,Strongylocentrotus droebachiensis,green sea urchin,6,102,NA
BOF2012001,2012.006,B,Alosa pseudoharengus,alewife,6,672,NA
BOF2012001,2012.006,B,Asterias vulgaris,northern sea star,2,57,NA
BOF2012001,2012.006,B,Ciona intestinalis,sea vase,1,8,NA
BOF2012001,2012.006,B,Homarus americanus,American lobster,182,74798,NA
BOF2012001,2012.006,B,Doryteuthis pealeii,longfin inshore squid,474,36005,NA
BOF2012001,2012.006,B,Isodictya palmata,palmate sponge,12,1875,NA
BOF2012001,2012.006,B,Leucoraja erinacea,little skate,1,193,NA
BOF2012001,2012.006,B,Merluccius bilinearis,silver hake,5,353,NA
BOF2012001,2012.006,B,Peprilus triacanthus,butterfish,50,1395,NA
BOF2012001,2012.006,B,Placopecten magellanicus,deep sea scallop,30,1157,NA
BOF2012001,2012.006,B,Pseudopleuronectes americanus,winter flounder,29,1412,NA
BOF2012001,2012.006,B,Scomber scombrus,mackerel,1,113,NA
BOF2012001,2012.006,B,Strongylocentrotus droebachiensis,green sea urchin,1,15,NA
BOF2012001,2012.006,B,Tautogolabrus adspersus,cunner,1,421,NA
BOF2012001,2012.007,B,Alosa pseudoharengus,alewife,4,691,NA
BOF2012001,2012.007,B,Alosa sapidissima,shad,1,77,NA
BOF2012001,2012.007,B,Asterias vulgaris,northern sea star,2,41,NA
BOF2012001,2012.007,B,Cucumaria frondosa,orange-footed sea cucumber,57,13045,NA
BOF2012001,2012.007,B,Hemitripterus americanus,sea raven,1,768,NA
BOF2012001,2012.007,B,Hippoglossoides platessoides,American plaice,1,31,NA
BOF2012001,2012.007,B,Homarus americanus,American lobster,241,257988,NA
BOF2012001,2012.007,B,Doryteuthis pealeii,longfin inshore squid,146,7967,NA
BOF2012001,2012.007,B,Isodictya palmata,palmate sponge,1,150,NA
BOF2012001,2012.007,B,Leucoraja erinacea,little skate,6,1444,NA
BOF2012001,2012.007,B,Merluccius bilinearis,silver hake,245,16444,NA
BOF2012001,2012.007,B,Myoxocephalus octodecemspinosus,longhorn sculpin,61,8619,NA
BOF2012001,2012.007,B,Pandalus borealis,northern shrimp,2,34,NA
BOF2012001,2012.007,B,Pandalus montagui,Montague shrimp,39,190,NA
BOF2012001,2012.007,B,Peprilus triacanthus,butterfish,72,4080,NA
BOF2012001,2012.007,B,Placopecten magellanicus,deep sea scallop,2,49,NA
BOF2012001,2012.007,B,Pseudopleuronectes americanus,winter flounder,117,9580,NA
BOF2012001,2012.007,B,Scomber scombrus,mackerel,1,118,NA
BOF2012001,2012.007,B,Scophthalmus aquosus,windowpane flounder,15,1425,NA
BOF2012001,2012.007,B,Spisula solidissima,surf clam,1,20,NA
BOF2012001,2012.007,B,Squalus acanthias,spiny dogfish,2,4294,NA
BOF2012001,2012.007,B,Urophycis tenuis,white hake,9,1892,NA
BOF2012001,2012.007,B,Zoarces americanus,ocean pout,1,78,NA
BOF2012001,2012.008,D,Alosa pseudoharengus,alewife,6,510,NA
BOF2012001,2012.008,D,Clupea harengus,herring,24,1674,NA
BOF2012001,2012.008,D,Homarus americanus,American lobster,19,9630,NA
BOF2012001,2012.008,D,Doryteuthis pealeii,longfin inshore squid,3,214,NA
BOF2012001,2012.008,D,Merluccius bilinearis,silver hake,6711,546091,NA
BOF2012001,2012.008,D,Myoxocephalus octodecemspinosus,longhorn sculpin,4,794,NA
BOF2012001,2012.008,D,Pandalus borealis,northern shrimp,2,20,NA
BOF2012001,2012.008,D,Pandalus montagui,Montague shrimp,33,164,NA
BOF2012001,2012.008,D,Peprilus triacanthus,butterfish,20,1672,NA
BOF2012001,2012.008,D,Placopecten magellanicus,deep sea scallop,3,15,NA
BOF2012001,2012.008,D,Pseudopleuronectes americanus,winter flounder,49,3868,NA
BOF2012001,2012.008,D,Scomber scombrus,mackerel,2,292,NA
BOF2012001,2012.008,D,Urophycis tenuis,white hake,1,20,NA
BOF2012001,2012.009,D,Alosa pseudoharengus,alewife,74,3719,NA
BOF2012001,2012.009,D,Alosa sapidissima,shad,2,178,NA
BOF2012001,2012.009,D,Clupea harengus,herring,22,1460,NA
BOF2012001,2012.009,D,Crossaster papposus,spiny sun star,1,26,NA
BOF2012001,2012.009,D,Glyptocephalus cynoglossus,witch flounder,1,66,NA
BOF2012001,2012.009,D,Hippoglossoides platessoides,American plaice,12,886,NA
BOF2012001,2012.009,D,Homarus americanus,American lobster,4,5616,NA
BOF2012001,2012.009,D,Doryteuthis pealeii,longfin inshore squid,3,234,NA
BOF2012001,2012.009,D,Merluccius bilinearis,silver hake,252,22710,NA
BOF2012001,2012.009,D,Pandalus borealis,northern shrimp,111,951,NA
BOF2012001,2012.009,D,Pandalus montagui,Montague shrimp,17,70,NA
BOF2012001,2012.009,D,Placopecten magellanicus,deep sea scallop,18,192,NA
BOF2012001,2012.009,D,Pseudopleuronectes americanus,winter flounder,16,4078,NA
BOF2012001,2012.009,D,Scomber scombrus,mackerel,1,172,NA
BOF2012001,2012.009,D,Urophycis tenuis,white hake,2,166,NA
BOF2012001,2012.01,D,Alosa pseudoharengus,alewife,21,1187,NA
BOF2012001,2012.01,D,Alosa sapidissima,shad,5,532,NA
BOF2012001,2012.01,D,Clupea harengus,herring,80,1691,NA
BOF2012001,2012.01,D,Ctenodiscus crispatus,mud star,13,75,NA
BOF2012001,2012.01,D,Cuaudina arenata,rat-tailed sea cucumber,1,75,NA
BOF2012001,2012.01,D,Glyptocephalus cynoglossus,witch flounder,7,180,NA
BOF2012001,2012.01,D,Hippoglossoides platessoides,American plaice,22,2342,NA
BOF2012001,2012.01,D,Hippoglossoides platessoides,American plaice,2,42,NA
BOF2012001,2012.01,D,Homarus americanus,American lobster,6,8696,NA
BOF2012001,2012.01,D,Doryteuthis pealeii,longfin inshore squid,1,32,NA
BOF2012001,2012.01,D,Melanogrammus aeglefinus,haddock,2,32,NA
BOF2012001,2012.01,D,Merluccius bilinearis,silver hake,438,42168,NA
BOF2012001,2012.01,D,Pandalus borealis,northern shrimp,375,3215,NA
BOF2012001,2012.01,D,Pandalus montagui,Montague shrimp,69,285,NA
BOF2012001,2012.01,D,Placopecten magellanicus,deep sea scallop,15,147,NA
BOF2012001,2012.01,D,Pseudopleuronectes americanus,winter flounder,43,12502,NA
BOF2012001,2012.01,D,Urophycis tenuis,white hake,3,754,NA
BOF2012001,2012.011,B,Alosa pseudoharengus,alewife,11,918,NA
BOF2012001,2012.011,B,Alosa sapidissima,shad,5,547,NA
BOF2012001,2012.011,B,Clupea harengus,herring,1,32,NA
BOF2012001,2012.011,B,Ctenodiscus crispatus,mud star,8,44,NA
BOF2012001,2012.011,B,Cucumaria frondosa,orange-footed sea cucumber,103,22403,NA
BOF2012001,2012.011,B,Homarus americanus,American lobster,293,290366,NA
BOF2012001,2012.011,B,Doryteuthis pealeii,longfin inshore squid,50,3141,NA
BOF2012001,2012.011,B,Leucoraja erinacea,little skate,1,730,NA
BOF2012001,2012.011,B,Merluccius bilinearis,silver hake,188,16644,NA
BOF2012001,2012.011,B,Myoxocephalus octodecemspinosus,longhorn sculpin,16,2736,NA
BOF2012001,2012.011,B,Osmerus mordax,smelt,1,55,NA
BOF2012001,2012.011,B,Pandalus montagui,Montague shrimp,156,658,NA
BOF2012001,2012.011,B,Peprilus triacanthus,butterfish,204,9515,NA
BOF2012001,2012.011,B,Placopecten magellanicus,deep sea scallop,7,57,NA
BOF2012001,2012.011,B,Pseudopleuronectes americanus,winter flounder,49,3653,NA
BOF2012001,2012.011,B,Scomber scombrus,mackerel,9,1297,NA
BOF2012001,2012.011,B,Scophthalmus aquosus,windowpane flounder,2,159,NA
BOF2012001,2012.011,B,Strongylocentrotus droebachiensis,green sea urchin,6,155,NA
BOF2012001,2012.011,B,Urophycis chuss,red hake,1,78,NA
BOF2012001,2012.012,C,Alosa pseudoharengus,alewife,5,586,NA
BOF2012001,2012.012,C,Asterias vulgaris,northern sea star,1,46,NA
BOF2012001,2012.012,C,Ctenodiscus crispatus,mud star,1,8,NA
BOF2012001,2012.012,C,Hippoglossus hippoglossus,Atlantic halibut,1,1320,NA
BOF2012001,2012.012,C,Homarus americanus,American lobster,40,42014,NA
BOF2012001,2012.012,C,Doryteuthis pealeii,longfin inshore squid,50,3666,NA
BOF2012001,2012.012,C,Merluccius bilinearis,silver hake,14,1242,NA
BOF2012001,2012.012,C,Myoxocephalus octodecemspinosus,longhorn sculpin,1,196,NA
BOF2012001,2012.012,C,Osmerus mordax,smelt,1,76,NA
BOF2012001,2012.012,C,Peprilus triacanthus,butterfish,33,1810,NA
BOF2012001,2012.012,C,Placopecten magellanicus,deep sea scallop,60,1525,NA
BOF2012001,2012.012,C,Pseudopleuronectes americanus,winter flounder,90,7207,NA
BOF2012001,2012.012,C,Scomber scombrus,mackerel,9,1136,NA
BOF2012001,2012.012,C,Scophthalmus aquosus,windowpane flounder,1,94,NA
BOF2013001,2013.001,A,Clinocardium ciliatum,Iceland cockle,1,9,NA
BOF2013001,2013.001,A,Crangon septemspinosa,sand shrimp,20,110,NA
BOF2013001,2013.001,A,Cucumaria frondosa,orange-footed sea cucumber,10,3348,NA
BOF2013001,2013.001,A,Cyclopterus lumpus,lumpfish,1,180,NA
BOF2013001,2013.001,A,Halichondria sp.,Halichondria sp.,1,56,NA
BOF2013001,2013.001,A,Homarus americanus,American lobster,60,13679,NA
BOF2013001,2013.001,A,Doryteuthis pealeii,longfin inshore squid,7,261,NA
BOF2013001,2013.001,A,Lepiodonotus squamatus,scale worm,1,1,NA
BOF2013001,2013.001,A,Leucoraja ocellata,winter skate,1,8.7,NA
BOF2013001,2013.001,A,Merluccius bilinearis,silver hake,15,505,NA
BOF2013001,2013.001,A,Metridium senile,frilled anemone,15,418,NA
BOF2013001,2013.001,A,Myoxocephalus octodecemspinosus,longhorn sculpin,2,201,NA
BOF2013001,2013.001,A,Pagurus acadianus,Acadian hermit crab,2,86,NA
BOF2013001,2013.001,A,Pandalus montagui,Montague shrimp,3,12,NA
BOF2013001,2013.001,A,Placopecten magellanicus,deep sea scallop,15,688,NA
BOF2013001,2013.001,A,Pseudopleuronectes americanus,winter flounder,25,899,NA
BOF2013001,2013.001,A,Scomber scombrus,mackerel,1,160,NA
BOF2013001,2013.001,A,Spisula solidissima,surf clam,1,7,NA
BOF2013001,2013.001,A,Strongylocentrotus droebachiensis,green sea urchin,38,558,NA
BOF2013001,2013.001,A,Urophycis chuss,red hake,1,40,NA
BOF2013001,2013.001,A,Urticina felina,northern red anemone,1,13,NA
BOF2013001,2013.001,A,Zoarces americanus,ocean pout,1,50,NA
BOF2013001,2013.002,D,Alosa pseudoharengus,alewife,21,1452,NA
BOF2013001,2013.002,D,Alosa sapidissima,shad,1,83,NA
BOF2013001,2013.002,D,Aphrodita aculeata,sea mouse,1,12,NA
BOF2013001,2013.002,D,Aurelia aurita,moon jelly,15,1158,NA
BOF2013001,2013.002,D,Bolinopsis infundibulum,comb jelly,14,40,NA
BOF2013001,2013.002,D,Clupea harengus,herring,96,5710.08,NA
BOF2013001,2013.002,D,Ctenodiscus crispatus,mud star,188,1420,NA
BOF2013001,2013.002,D,Enchelyopus cimbrius,fourbeard rockling,1,58,NA
BOF2013001,2013.002,D,Henricia sanguinolenta,blood star,1,1,NA
BOF2013001,2013.002,D,Hippoglossoides platessoides,American plaice,13,833,NA
BOF2013001,2013.002,D,Homarus americanus,American lobster,22,13418,NA
BOF2013001,2013.002,D,Leucoraja erinacea,little skate,1,518,NA
BOF2013001,2013.002,D,Merluccius bilinearis,silver hake,148,6541.019608,NA
BOF2013001,2013.002,D,Ophiopholis aculeata,daisy brittle star,7,6,NA
BOF2013001,2013.002,D,Pandalus borealis,northern shrimp,57,539,NA
BOF2013001,2013.002,D,Pandalus montagui,Montague shrimp,78,280,NA
BOF2013001,2013.002,D,Placopecten magellanicus,deep sea scallop,13,367,NA
BOF2013001,2013.002,D,Pseudopleuronectes americanus,winter flounder,41,8215,NA
BOF2013001,2013.003,D,Alosa pseudoharengus,alewife,3,461,NA
BOF2013001,2013.003,D,Aurelia aurita,moon jelly,2,121,NA
BOF2013001,2013.003,D,Bolinopsis infundibulum,comb jelly,4,8,NA
BOF2013001,2013.003,D,Chlamys islandica,Iceland scallop,5,13,NA
BOF2013001,2013.003,D,Ciona intestinalis,sea vase,1,7,NA
BOF2013001,2013.003,D,Clupea harengus,herring,9,220,NA
BOF2013001,2013.003,D,Ctenodiscus crispatus,mud star,66,378,NA
BOF2013001,2013.003,D,Halichondria sp.,Halichondria sp.,1,515,NA
BOF2013001,2013.003,D,Hippoglossoides platessoides,American plaice,3,55,NA
BOF2013001,2013.003,D,Homarus americanus,American lobster,5,2265,NA
BOF2013001,2013.003,D,Lebbeus groenlandicus,Greenland shrimp,1,4,NA
BOF2013001,2013.003,D,Melanogrammus aeglefinus,haddock,9,40,NA
BOF2013001,2013.003,D,Merluccius bilinearis,silver hake,46,3610,NA
BOF2013001,2013.003,D,Ophiopholis aculeata,daisy brittle star,491,444,NA
BOF2013001,2013.003,D,Pandalus montagui,Montague shrimp,43,230,NA
BOF2013001,2013.003,D,Placopecten magellanicus,deep sea scallop,5,55,NA
BOF2013001,2013.003,D,Pseudopleuronectes americanus,winter flounder,5,747,NA
BOF2013001,2013.003,D,Solamen glandula,fragile crenella,10,26.3,NA
BOF2013001,2013.003,D,Urophycis chuss,red hake,5,510,NA
BOF2013001,2013.004,D,Alosa pseudoharengus,alewife,1,50,NA
BOF2013001,2013.004,D,Clupea harengus,herring,9,302,NA
BOF2013001,2013.004,D,Ctenodiscus crispatus,mud star,57,309,NA
BOF2013001,2013.004,D,Cyclopterus lumpus,lumpfish,1,460,NA
BOF2013001,2013.004,D,Gadus morhua,Atlantic cod,2,13.7,NA
BOF2013001,2013.004,D,Glyptocephalus cynoglossus,witch flounder,4,322,NA
BOF2013001,2013.004,D,Hippoglossoides platessoides,American plaice,14,1241,NA
BOF2013001,2013.004,D,Homarus americanus,American lobster,6,5706,NA
BOF2013001,2013.004,D,Melanogrammus aeglefinus,haddock,1,8,NA
BOF2013001,2013.004,D,Merluccius bilinearis,silver hake,580,27247,NA
BOF2013001,2013.004,D,Microgadus tomcod,Atlantic tomcod,3,22,NA
BOF2013001,2013.004,D,Myoxocephalus octodecemspinosus,longhorn sculpin,1,210,NA
BOF2013001,2013.004,D,Pandalus borealis,northern shrimp,265,2318,NA
BOF2013001,2013.004,D,Pandalus montagui,Montague shrimp,309,1358,NA
BOF2013001,2013.004,D,Placopecten magellanicus,deep sea scallop,3,8,NA
BOF2013001,2013.004,D,Pseudopleuronectes americanus,winter flounder,76,16570.98039,NA
BOF2013001,2013.004,D,Urophycis chuss,red hake,4,754,NA
BOF2013001,2013.005,D,Alosa pseudoharengus,alewife,2,166,NA
BOF2013001,2013.005,D,Aspidophoroides monopterygius,Atlantic alligatorfish,21,59.3,NA
BOF2013001,2013.005,D,Bolinopsis infundibulum,comb jelly,13,15,NA
BOF2013001,2013.005,D,Clupea harengus,herring,5,303,NA
BOF2013001,2013.005,D,Crangon septemspinosa,sand shrimp,1,2,NA
BOF2013001,2013.005,D,Ctenodiscus crispatus,mud star,19,122,NA
BOF2013001,2013.005,D,Hemitripterus americanus,sea raven,2,1019,NA
BOF2013001,2013.005,D,Hippoglossoides platessoides,American plaice,1,58,NA
BOF2013001,2013.005,D,Homarus americanus,American lobster,8,6778,NA
BOF2013001,2013.005,D,Lebbeus groenlandicus,Greenland shrimp,2,5,NA
BOF2013001,2013.005,D,Lithodes maja,northern stone crab,1,18,NA
BOF2013001,2013.005,D,Lophius americanus,monkfish,1,250,NA
BOF2013001,2013.005,D,Melanogrammus aeglefinus,haddock,20,209,NA
BOF2013001,2013.005,D,Merluccius bilinearis,silver hake,129,6774,NA
BOF2013001,2013.005,D,Myoxocephalus octodecemspinosus,longhorn sculpin,2,133,NA
BOF2013001,2013.005,D,Ophiopholis aculeata,daisy brittle star,50,40,NA
BOF2013001,2013.005,D,Pandalus montagui,Montague shrimp,18,70,NA
BOF2013001,2013.005,D,Placopecten magellanicus,deep sea scallop,1,8,NA
BOF2013001,2013.005,D,Pseudopleuronectes americanus,winter flounder,33,2404,NA
BOF2013001,2013.005,D,Semirossia tenera,lesser bobtail squid,2,36,NA
BOF2013001,2013.005,D,Urophycis chuss,red hake,2,141,NA
BOF2013001,2013.006,D,Alosa pseudoharengus,alewife,6,757,NA
BOF2013001,2013.006,D,Aspidophoroides monopterygius,Atlantic alligatorfish,3,11,NA
BOF2013001,2013.006,D,Clupea harengus,herring,8,422,NA
BOF2013001,2013.006,D,Ctenodiscus crispatus,mud star,1,7,NA
BOF2013001,2013.006,D,Hemitripterus americanus,sea raven,5,3482,NA
BOF2013001,2013.006,D,Homarus americanus,American lobster,90,44142.45,NA
BOF2013001,2013.006,D,Doryteuthis pealeii,longfin inshore squid,2,52,NA
BOF2013001,2013.006,D,Melanogrammus aeglefinus,haddock,22,282,NA
BOF2013001,2013.006,D,Merluccius bilinearis,silver hake,1183,40929,NA
BOF2013001,2013.006,D,Microgadus tomcod,Atlantic tomcod,1,18,NA
BOF2013001,2013.006,D,Myoxocephalus octodecemspinosus,longhorn sculpin,2,75,NA
BOF2013001,2013.006,D,Pandalus montagui,Montague shrimp,107,443,NA
BOF2013001,2013.006,D,Placopecten magellanicus,deep sea scallop,2,16,NA
BOF2013001,2013.006,D,Pseudopleuronectes americanus,winter flounder,137,12000,NA
BOF2013001,2013.006,D,Urophycis chuss,red hake,5,423,NA
BOF2013001,2013.007,B,Asterias vulgaris,northern sea star,1,5,NA
BOF2013001,2013.007,B,Aurelia aurita,moon jelly,7,176,NA
BOF2013001,2013.007,B,Ciona intestinalis,sea vase,1,7,NA
BOF2013001,2013.007,B,Crangon septemspinosa,sand shrimp,1,1,NA
BOF2013001,2013.007,B,Cucumaria frondosa,orange-footed sea cucumber,331,67786.04167,NA
BOF2013001,2013.007,B,Hemitripterus americanus,sea raven,3,2756,NA
BOF2013001,2013.007,B,Homarus americanus,American lobster,131,30310.78,NA
BOF2013001,2013.007,B,Doryteuthis pealeii,longfin inshore squid,2,94,NA
BOF2013001,2013.007,B,Lebbeus groenlandicus,Greenland shrimp,1,2,NA
BOF2013001,2013.007,B,Lepiodonotus squamatus,scale worm,1,1,NA
BOF2013001,2013.007,B,Leucoraja erinacea,little skate,5,1345.2,NA
BOF2013001,2013.007,B,Leucoraja ocellata,winter skate,1,1249,NA
BOF2013001,2013.007,B,Melanogrammus aeglefinus,haddock,3,76,NA
BOF2013001,2013.007,B,Merluccius bilinearis,silver hake,132,4442,NA
BOF2013001,2013.007,B,Microgadus tomcod,Atlantic tomcod,1,8,NA
BOF2013001,2013.007,B,Myoxocephalus octodecemspinosus,longhorn sculpin,55,3173.958333,NA
BOF2013001,2013.007,B,Myoxocephalus scorpius,shorthorn sculpin,1,1.5,NA
BOF2013001,2013.007,B,Pandalus borealis,northern shrimp,74,720,NA
BOF2013001,2013.007,B,Pandalus montagui,Montague shrimp,4476,24976.08,NA
BOF2013001,2013.007,B,Placopecten magellanicus,deep sea scallop,7,23,NA
BOF2013001,2013.007,B,Pseudopleuronectes americanus,winter flounder,25,1193,NA
BOF2013001,2013.007,B,Scophthalmus aquosus,windowpane flounder,2,58,NA
BOF2013001,2013.007,B,Sebastes fasciatus,Acadian redfish,2,385,NA
BOF2013001,2013.007,B,Squalus acanthias,spiny dogfish,1,1882,NA
BOF2013001,2013.007,B,Strongylocentrotus droebachiensis,green sea urchin,212,1970,NA
BOF2013001,2013.007,B,Urophycis chuss,red hake,106,6050.48,NA
BOF2013001,2013.007,B,Urophycis tenuis,white hake,1,11,NA
BOF2013001,2013.007,B,Zoarces americanus,ocean pout,1,34,NA
BOF2013001,2013.008,B,Crangon septemspinosa,sand shrimp,1,2,NA
BOF2013001,2013.008,B,Gadus morhua,Atlantic cod,1,2.6,NA
BOF2013001,2013.008,B,Homarus americanus,American lobster,371,240393.16,NA
BOF2013001,2013.008,B,Doryteuthis pealeii,longfin inshore squid,6,240,NA
BOF2013001,2013.008,B,Isodictya palmata,palmate sponge,5,285,NA
BOF2013001,2013.008,B,Leucoraja erinacea,little skate,8,477,NA
BOF2013001,2013.008,B,Leucoraja ocellata,winter skate,1,212,NA
BOF2013001,2013.008,B,Limanda ferruginea,yellowtail flounder,1,192,NA
BOF2013001,2013.008,B,Melanogrammus aeglefinus,haddock,2,15,NA
BOF2013001,2013.008,B,Merluccius bilinearis,silver hake,277,11845.82353,NA
BOF2013001,2013.008,B,Myoxocephalus octodecemspinosus,longhorn sculpin,10,858,NA
BOF2013001,2013.008,B,Placopecten magellanicus,deep sea scallop,12,72,NA
BOF2013001,2013.008,B,Pseudopleuronectes americanus,winter flounder,95,6923.6,NA
BOF2013001,2013.008,B,Scophthalmus aquosus,windowpane flounder,38,2138,NA
BOF2013001,2013.008,B,Spisula solidissima,surf clam,1,10,NA
BOF2013001,2013.008,B,Strongylocentrotus droebachiensis,green sea urchin,17,305,NA
BOF2013001,2013.008,B,Urophycis chuss,red hake,4,210,NA
BOF2013001,2013.008,B,Urophycis tenuis,white hake,28,369,NA
BOF2013001,2013.009,C,Amblyraja radiata,thorny skate,2,380,NA
BOF2013001,2013.009,C,Aspidophoroides monopterygius,Atlantic alligatorfish,1,10,NA
BOF2013001,2013.009,C,Boltenia ovifera,stalked sea squirt,10,293,NA
BOF2013001,2013.009,C,Cancer irroratus,rock crab,6,374,NA
BOF2013001,2013.009,C,Cucumaria frondosa,orange-footed sea cucumber,14,5020,NA
BOF2013001,2013.009,C,Hemitripterus americanus,sea raven,5,2906,NA
BOF2013001,2013.009,C,Homarus americanus,American lobster,120,59258,NA
BOF2013001,2013.009,C,Doryteuthis pealeii,longfin inshore squid,2,66,NA
BOF2013001,2013.009,C,Leucoraja erinacea,little skate,2,1216,NA
BOF2013001,2013.009,C,Leucoraja ocellata,winter skate,2,1075,NA
BOF2013001,2013.009,C,Melanogrammus aeglefinus,haddock,2,67,NA
BOF2013001,2013.009,C,Merluccius bilinearis,silver hake,230,14717,NA
BOF2013001,2013.009,C,Myoxocephalus octodecemspinosus,longhorn sculpin,18,1481,NA
BOF2013001,2013.009,C,Pagurus acadianus,Acadian hermit crab,1,4,NA
BOF2013001,2013.009,C,Pandalus montagui,Montague shrimp,204,900,NA
BOF2013001,2013.009,C,Peprilus triacanthus,butterfish,7,399,NA
BOF2013001,2013.009,C,Placopecten magellanicus,deep sea scallop,14,100,NA
BOF2013001,2013.009,C,Pseudopleuronectes americanus,winter flounder,54,4552,NA
BOF2013001,2013.009,C,Scophthalmus aquosus,windowpane flounder,1,35,NA
BOF2013001,2013.009,C,Sebastes fasciatus,Acadian redfish,1,84,NA
BOF2013001,2013.009,C,Squalus acanthias,spiny dogfish,2,4368,NA
