"MISSION","SETNO","SPECIES_CODE","SCIENTIFIC_NAME","COMMON_NAME","NUMBER_CAUGHT","BIOMASS","COMMENTS"
"BOF2009001",4,,"Asterias vulgaris","northern sea star",5,,""
"BOF2009001",4,8010,"Aurelia aurita","moon jelly",852,18927,""
"BOF2009001",4,,"Boltenia ovifera","stalked sea squirt",464,,""
"BOF2009001",4,,"Ciona intestinalis","sea vase",1,,""
"BOF2009001",4,60,"Clupea harengus","herring",1,,""
"BOF2009001",4,6611,"Cucumaria frondosa","orange-footed sea cucumber",4,,""
"BOF2009001",4,501,"Cyclopterus lumpus","lumpfish",1,,""
"BOF2009001",4,,"Didemnum spp.","colonial tunicate",1,,""
"BOF2009001",4,10,"Gadus morhua","Atlantic cod",1,,""
"BOF2009001",4,3504,"Harmothoe imbricata","15-scale worm",1,,""
"BOF2009001",4,6119,"Henricia sanguinolenta","blood star",1,,""
"BOF2009001",4,2550,"Homarus americanus","American lobster",10,,""
"BOF2009001",4,,"Isodycta palmata","palmate sponge",1,,""
"BOF2009001",4,2319,"Lebbeus groenlandicus","Greenland shrimp",1,,""
"BOF2009001",4,203,"Leucoraja erinacea","little skate",3,,""
"BOF2009001",4,14,"Merluccius bilinearis","silver hake",13,,""
"BOF2009001",4,63,"Osmerus mordax","smelt",12,,""
"BOF2009001",4,2212,"Pandalus montagui","Montague shrimp",155,,""
"BOF2009001",4,4321,"Placopecten magellanicus","deep sea scallop",7,,""
"BOF2009001",4,43,"Pseudopleuronectes americanus","winter flounder",18,,""
"BOF2009001",4,,"Taelia felina","northern red sea anemone",3,,""
"BOF2009001",5,,"Asterias vulgaris","northern sea star",4,,""
"BOF2009001",5,,"Boltenia ovifera","stalked sea squirt",32,,""
"BOF2009001",5,60,"Clupea harengus","herring",613,,""
"BOF2009001",5,6611,"Cucumaria frondosa","orange-footed sea cucumber",1,,""
"BOF2009001",5,2550,"Homarus americanus","American lobster",14,,""
"BOF2009001",5,14,"Merluccius bilinearis","silver hake",49,,""
"BOF2009001",5,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,,""
"BOF2009001",5,63,"Osmerus mordax","smelt",110,,""
"BOF2009001",5,2211,"Pandalus borealis","northern shrimp",5,,""
"BOF2009001",5,701,"Peprilus triacanthus","butterfish",1,,""
"BOF2009001",5,4321,"Placopecten magellanicus","deep sea scallop",3,,""
"BOF2009001",5,43,"Pseudopleuronectes americanus","winter flounder",82,,""
"BOF2009001",5,12,"Urophycis tenuis","white hake",2,,""
"BOF2009001",6,62,"Alosa pseudoharengus","alewife",2,,""
"BOF2009001",6,8010,"Aurelia aurita","moon jelly",74,1629,""
"BOF2009001",6,60,"Clupea harengus","herring",154,,""
"BOF2009001",6,2550,"Homarus americanus","American lobster",83,,""
"BOF2009001",6,,"Isodycta palmata","palmate sponge",4,,""
"BOF2009001",6,14,"Merluccius bilinearis","silver hake",1,,""
"BOF2009001",6,63,"Osmerus mordax","smelt",36,,""
"BOF2009001",6,2211,"Pandalus borealis","northern shrimp",4,,""
"BOF2009001",6,701,"Peprilus triacanthus","butterfish",83,,""
"BOF2009001",6,4321,"Placopecten magellanicus","deep sea scallop",3,,""
"BOF2009001",6,43,"Pseudopleuronectes americanus","winter flounder",31,,""
"BOF2009001",6,6411,"Strongylocentrotus droebachiensis","green sea urchin",1,,""
"BOF2009001",6,12,"Urophycis tenuis","white hake",4,,""
"BOF2009001",7,62,"Alosa pseudoharengus","alewife",6,,""
"BOF2009001",7,8010,"Aurelia aurita","moon jelly",20,444,""
"BOF2009001",7,6611,"Cucumaria frondosa","orange-footed sea cucumber",345,,""
"BOF2009001",7,320,"Hemitripterus americanus","sea raven",7,,""
"BOF2009001",7,2550,"Homarus americanus","American lobster",74,,""
"BOF2009001",7,,"Doryteuthis pealeii","longfin inshore squid",1,,""
"BOF2009001",7,2319,"Lebbeus groenlandicus","Greenland shrimp",1,,""
"BOF2009001",7,203,"Leucoraja erinacea","little skate",18,,""
"BOF2009001",7,204,"Leucoraja ocellata","winter skate",1,,""
"BOF2009001",7,14,"Merluccius bilinearis","silver hake",91,,""
"BOF2009001",7,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",14,,""
"BOF2009001",7,63,"Osmerus mordax","smelt",32,,""
"BOF2009001",7,2211,"Pandalus borealis","northern shrimp",9187,,""
"BOF2009001",7,2212,"Pandalus montagui","Montague shrimp",279,,""
"BOF2009001",7,701,"Peprilus triacanthus","butterfish",5,,""
"BOF2009001",7,4321,"Placopecten magellanicus","deep sea scallop",82,,""
"BOF2009001",7,43,"Pseudopleuronectes americanus","winter flounder",35,,""
"BOF2009001",7,,"Red algae sp.","red algae",1,,""
"BOF2009001",7,143,"Scophthalmus aquosus","windowpane flounder",1,,""
"BOF2009001",7,6121,"Solaster endeca","smooth sunstar",1,,""
"BOF2009001",7,6411,"Strongylocentrotus droebachiensis","green sea urchin",14,,""
"BOF2009001",7,12,"Urophycis tenuis","white hake",13,,""
"BOF2011001",1,62,"Alosa pseudoharengus","alewife",122,10831.16,""
"BOF2011001",1,61,"Alosa sapidissima","shad",8,625,""
"BOF2011001",1,,"Asterias vulgaris","northern sea star",5,630,""
"BOF2011001",1,8010,"Aurelia aurita","moon jelly",2,40,""
"BOF2011001",1,60,"Clupea harengus","herring",142,4788.24,""
"BOF2011001",1,6115,"Ctenodiscus crispatus","mud star",4,4,""
"BOF2011001",1,6611,"Cucumaria frondosa","orange-footed sea cucumber",4,1650,""
"BOF2011001",1,41,"Glyptocephalus cynoglossus","witch flounder",1,13,""
"BOF2011001",1,40,"Hippoglossoides platessoides","American plaice",1,77,""
"BOF2011001",1,2550,"Homarus americanus","American lobster",76,37187.74,""
"BOF2011001",1,,"Doryteuthis pealeii","longfin inshore squid",3,76,""
"BOF2011001",1,,"Isodycta palmata","palmate sponge",1,281,""
"BOF2011001",1,203,"Leucoraja erinacea","little skate",1,850,""
"BOF2011001",1,,"Lunatia heros","northern moon snail",1,68,""
"BOF2011001",1,14,"Merluccius bilinearis","silver hake",50,2824,""
"BOF2011001",1,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",39,7585,""
"BOF2011001",1,63,"Osmerus mordax","smelt",100,3648,""
"BOF2011001",1,2211,"Pandalus borealis","northern shrimp",3104,41750,""
"BOF2011001",1,701,"Peprilus triacanthus","butterfish ",6,211,""
"BOF2011001",1,4321,"Placopecten magellanicus","deep sea scallop",4,15.23,""
"BOF2011001",1,43,"Pseudopleuronectes americanus","winter flounder",156,14131.08,""
"BOF2011001",1,143,"Scophthalmus aquosus","windowpane flounder",2,322,""
"BOF2011001",1,12,"Urophycis tenuis","white hake",8,372,""
"BOF2011001",2,62,"Alosa pseudoharengus","alewife",2,136,""
"BOF2011001",2,,"Asterias vulgaris","northern sea star",13,684,""
"BOF2011001",2,8010,"Aurelia aurita","moon jelly",1,89,""
"BOF2011001",2,4342,"Clinocardium ciliatum","Iceland cockle",1,,""
"BOF2011001",2,60,"Clupea harengus","herring",408,14769.6,""
"BOF2011001",2,6115,"Ctenodiscus crispatus","mud star",6,45,""
"BOF2011001",2,,"Cuaudina arenata","rat-tailed sea cucumber",1,25,""
"BOF2011001",2,6611,"Cucumaria frondosa","orange-footed sea cucumber",1,280,""
"BOF2011001",2,9327,"Fucus vesiculosus","rockweed",1,27,""
"BOF2011001",2,6119,"Henricia sanguinolenta","blood star",1,11,""
"BOF2011001",2,2550,"Homarus americanus","American lobster",41,20362,""
"BOF2011001",2,,"Isodycta palmata","palmate sponge",7,501,""
"BOF2011001",2,203,"Leucoraja erinacea","little skate",4,1850,""
"BOF2011001",2,11,"Melanogrammus aeglefinus","haddock",10,75,""
"BOF2011001",2,4323,"Mercenaria mercenaria","quahog",1,,""
"BOF2011001",2,14,"Merluccius bilinearis","silver hake",24,1269,""
"BOF2011001",2,8311,"Metridium senile","frilled anemone",8,198,""
"BOF2011001",2,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",5,662,""
"BOF2011001",2,63,"Osmerus mordax","smelt",16,591,""
"BOF2011001",2,2211,"Pandalus borealis","northern shrimp",2,33,""
"BOF2011001",2,2212,"Pandalus montagui","Montague shrimp",38,122,""
"BOF2011001",2,701,"Peprilus triacanthus","butterfish ",2,17,""
"BOF2011001",2,4321,"Placopecten magellanicus","deep sea scallop",6,161.95,""
"BOF2011001",2,43,"Pseudopleuronectes americanus","winter flounder",165,6111.6,""
"BOF2011001",2,143,"Scophthalmus aquosus","windowpane flounder",2,144,""
"BOF2011001",2,12,"Urophycis tenuis","white hake",1,159,""
"BOF2011001",3,62,"Alosa pseudoharengus","alewife",1,59,""
"BOF2011001",3,8010,"Aurelia aurita","moon jelly",6,519,""
"BOF2011001",3,4524,"Bathypolypus arcticus","deep sea octopus",1,98,""
"BOF2011001",3,,"Boltenia ovifera","stalked sea squirt",10,109,""
"BOF2011001",3,4342,"Clinocardium ciliatum","Iceland cockle",2,14,""
"BOF2011001",3,60,"Clupea harengus","herring",17,581,""
"BOF2011001",3,6611,"Cucumaria frondosa","orange-footed sea cucumber",29,10775,""
"BOF2011001",3,9327,"Fucus vesiculosus","rockweed",1,28,""
"BOF2011001",3,1827,"Halocynthia pyriformis","sea peach",2,8,""
"BOF2011001",3,2550,"Homarus americanus","American lobster",21,14398.29,""
"BOF2011001",3,,"Isodycta palmata","palmate sponge",1,815,""
"BOF2011001",3,2319,"Lebbeus groenlandicus","Greenland shrimp",1,1,""
"BOF2011001",3,203,"Leucoraja erinacea","little skate",4,32,""
"BOF2011001",3,11,"Melanogrammus aeglefinus","haddock",6,57,""
"BOF2011001",3,4323,"Mercenaria mercenaria","quahog",8,128,""
"BOF2011001",3,14,"Merluccius bilinearis","silver hake",7,301,""
"BOF2011001",3,8311,"Metridium senile","frilled anemone",9,117,""
"BOF2011001",3,17,"Microgadus tomcod","Atlantic tomcod",1,12,""
"BOF2011001",3,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",28,3336,""
"BOF2011001",3,6211,"Ophiopholis aculeata","daisy brittle star",2,6,""
"BOF2011001",3,63,"Osmerus mordax","smelt",23,818,""
"BOF2011001",3,,"Ostreidae sp.","oyster",1,8,""
"BOF2011001",3,2212,"Pandalus montagui","Montague shrimp",40,124,""
"BOF2011001",3,701,"Peprilus triacanthus","butterfish ",6,83,""
"BOF2011001",3,4321,"Placopecten magellanicus","deep sea scallop",29,451.09,""
"BOF2011001",3,43,"Pseudopleuronectes americanus","winter flounder",122,5536.36,""
"BOF2011001",3,70,"Scomber scombrus","mackerel",7,915,""
"BOF2011001",3,6411,"Strongylocentrotus droebachiensis","green sea urchin",3,136,""
"BOF2011001",3,,"Styela clava","club tunicate",2,23,""
"BOF2011001",3,304,"Triglops murrayi","moustache sculpin",6,74,""
"BOF2011001",3,12,"Urophycis tenuis","white hake",1,12,""
"BOF2011001",4,62,"Alosa pseudoharengus","alewife",1,29,""
"BOF2011001",4,8010,"Aurelia aurita","moon jelly",3,248,""
"BOF2011001",4,,"Boltenia ovifera","stalked sea squirt",5,20,""
"BOF2011001",4,60,"Clupea harengus","herring",5,210,""
"BOF2011001",4,6611,"Cucumaria frondosa","orange-footed sea cucumber",2,820,""
"BOF2011001",4,2550,"Homarus americanus","American lobster",1,199.88,""
"BOF2011001",4,8311,"Metridium senile","frilled anemone",1,13,""
"BOF2011001",4,2212,"Pandalus montagui","Montague shrimp",8,21,""
"BOF2011001",4,4321,"Placopecten magellanicus","deep sea scallop",16,312.17,""
"BOF2011001",4,43,"Pseudopleuronectes americanus","winter flounder",6,155,""
"BOF2011001",4,70,"Scomber scombrus","mackerel",2,281,""
"BOF2011001",5,62,"Alosa pseudoharengus","alewife",171,11751.12,""
"BOF2011001",5,61,"Alosa sapidissima","shad",3,350,""
"BOF2011001",5,,"Asterias vulgaris","northern sea star",5,50,""
"BOF2011001",5,2513,"Cancer irroratus","rock crab",3,,""
"BOF2011001",5,4342,"Clinocardium ciliatum","Iceland cockle",1,102,""
"BOF2011001",5,60,"Clupea harengus","herring",5,258,""
"BOF2011001",5,10,"Gadus morhua","Atlantic cod",1,172,""
"BOF2011001",5,320,"Hemitripterus americanus","sea raven",2,741,""
"BOF2011001",5,40,"Hippoglossoides platessoides","American plaice",1,28,""
"BOF2011001",5,30,"Hippoglossus hippoglossus","Atlantic halibut",1,3110,""
"BOF2011001",5,2550,"Homarus americanus","American lobster",177,129879.8,""
"BOF2011001",5,,"Doryteuthis pealeii","longfin inshore squid",5,328,""
"BOF2011001",5,,"Isodycta palmata","palmate sponge",1,158,""
"BOF2011001",5,203,"Leucoraja erinacea","little skate",1,306,""
"BOF2011001",5,14,"Merluccius bilinearis","silver hake",41,3871,""
"BOF2011001",5,17,"Microgadus tomcod","Atlantic tomcod",1,14,""
"BOF2011001",5,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",43,6172,""
"BOF2011001",5,63,"Osmerus mordax","smelt",225,7794,""
"BOF2011001",5,2211,"Pandalus borealis","northern shrimp",854,11490,""
"BOF2011001",5,701,"Peprilus triacanthus","butterfish ",23,910,""
"BOF2011001",5,,"Placoplecten magellanicus","deep sea scallop",4,14.46,""
"BOF2011001",5,16,"Pollock pollachius","pollock",1,23,""
"BOF2011001",5,43,"Pseudopleuronectes americanus","winter flounder",253,20067.96,""
"BOF2011001",5,70,"Scomber scombrus","mackerel",2,392,""
"BOF2011001",5,143,"Scophthalmus aquosus","windowpane flounder",6,896,""
"BOF2011001",5,6411,"Strongylocentrotus droebachiensis","green sea urchin",5,,""
"BOF2011001",5,12,"Urophycis tenuis","white hake",37,1411,""
"BOF2011001",6,62,"Alosa pseudoharengus","alewife",103,10819.12,""
"BOF2011001",6,61,"Alosa sapidissima","shad",5,638,""
"BOF2011001",6,60,"Clupea harengus","herring",34,1967,""
"BOF2011001",6,6115,"Ctenodiscus crispatus","mud star",39,214,""
"BOF2011001",6,114,"Enchelyopus cimbrius","fourbeard rockling",1,52,""
"BOF2011001",6,41,"Glyptocephalus cynoglossus","witch flounder",24,772,""
"BOF2011001",6,40,"Hippoglossoides platessoides","American plaice",24,2573,""
"BOF2011001",6,2550,"Homarus americanus","American lobster",10,8593.94,""
"BOF2011001",6,,"Doryteuthis pealeii","longfin inshore squid",3,150,""
"BOF2011001",6,,"Isodycta palmata","palmate sponge",1,45,""
"BOF2011001",6,14,"Merluccius bilinearis","silver hake",2,155,""
"BOF2013001",2,61,"Alosa sapidissima","shad",1,83,""
"BOF2013001",2,3200,"Aphrodita aculeata","sea mouse",1,12,""
"BOF2013001",2,8010,"Aurelia aurita","moon jelly",15,1158,""
"BOF2013001",2,,"Bolinopsis infundibulum","comb jelly",14,40,""
"BOF2013001",2,60,"Clupea harengus","herring",96,5710.08,""
"BOF2013001",2,6115,"Ctenodiscus crispatus","mud star",188,1420,""
"BOF2013001",2,114,"Enchelyopus cimbrius","fourbeard rockling",1,58,""
"BOF2013001",2,6119,"Henricia sanguinolenta","blood star",1,1,""
"BOF2013001",2,40,"Hippoglossoides platessoides","American plaice",13,833,""
"BOF2013001",2,2550,"Homarus americanus","American lobster",22,13418,""
"BOF2013001",2,203,"Leucoraja erinacea","little skate",1,518,""
"BOF2013001",2,14,"Merluccius bilinearis","silver hake",148,6541.019607843137,""
"BOF2013001",2,6211,"Ophiopholis aculeata","daisy brittle star",7,6,""
"BOF2013001",2,2211,"Pandalus borealis","northern shrimp",57,539,""
"BOF2013001",2,2212,"Pandalus montagui","Montague shrimp",78,280,""
"BOF2013001",2,4321,"Placopecten magellanicus","deep sea scallop",13,367,""
"BOF2013001",2,43,"Pseudopleuronectes americanus","winter flounder",41,8215,""
"BOF2013001",3,62,"Alosa pseudoharengus","alewife",3,461,""
"BOF2013001",3,8010,"Aurelia aurita","moon jelly",2,121,""
"BOF2013001",3,,"Bolinopsis infundibulum","comb jelly",4,8,""
"BOF2013001",3,4322,"Chlamys islandica","Iceland scallop",5,13,""
"BOF2013001",3,,"Ciona intestinalis","sea vase",1,7,""
"BOF2013001",3,60,"Clupea harengus","herring",9,220,""
"BOF2013001",3,6115,"Ctenodiscus crispatus","mud star",66,378,""
"BOF2013001",3,,"Halichondria bowerbanki","bowerbanks halichondria",1,515,""
"BOF2013001",3,40,"Hippoglossoides platessoides","American plaice",3,55,""
"BOF2013001",3,2550,"Homarus americanus","American lobster",5,2265,""
"BOF2013001",3,2319,"Lebbeus groenlandicus","Greenland shrimp",1,4,""
"BOF2013001",3,11,"Melanogrammus aeglefinus","haddock",9,40,""
"BOF2013001",3,14,"Merluccius bilinearis","silver hake",46,3610,""
"BOF2013001",3,6211,"Ophiopholis aculeata","daisy brittle star",491,444,""
"BOF2013001",3,2212,"Pandalus montagui","Montague shrimp",43,230,""
"BOF2013001",3,4321,"Placopecten magellanicus","deep sea scallop",5,55,""
"BOF2013001",3,43,"Pseudopleuronectes americanus","winter flounder",5,747,""
"BOF2013001",3,,"Solamen glandula","fragile crenella",10,26.3,""
"BOF2013001",3,13,"Urophycis chuss","red hake",5,510,""
"BOF2013001",4,62,"Alosa pseudoharengus","alewife",1,50,""
"BOF2013001",4,60,"Clupea harengus","herring",9,302,""
"BOF2013001",4,6115,"Ctenodiscus crispatus","mud star",57,309,""
"BOF2013001",4,501,"Cyclopterus lumpus","lumpfish",1,460,""
"BOF2013001",4,10,"Gadus morhua","Atlantic cod",2,13.7,""
"BOF2013001",4,41,"Glyptocephalus cynoglossus","witch flounder",4,322,""
"BOF2013001",4,40,"Hippoglossoides platessoides","American plaice",14,1241,""
"BOF2013001",4,2550,"Homarus americanus","American lobster",6,5706,""
"BOF2013001",4,11,"Melanogrammus aeglefinus","haddock",1,8,""
"BOF2013001",4,14,"Merluccius bilinearis","silver hake",580,27247,""
"BOF2013001",4,17,"Microgadus tomcod","Atlantic tomcod",3,22,""
"BOF2013001",4,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,210,""
"BOF2013001",4,2211,"Pandalus borealis","northern shrimp",265,2318,""
"BOF2013001",4,2212,"Pandalus montagui","Montague shrimp",309,1358,""
"BOF2013001",4,4321,"Placopecten magellanicus","deep sea scallop",3,8,""
"BOF2013001",4,43,"Pseudopleuronectes americanus","winter flounder",76,16570.980392156864,""
"BOF2013001",4,13,"Urophycis chuss","red hake",4,754,""
"BOF2013001",5,62,"Alosa pseudoharengus","alewife",2,166,""
"BOF2013001",5,340,"Aspidophoroides monopterygius","Atlantic alligatorfish",21,59.3,""
"BOF2013001",5,,"Bolinopsis infundibulum","comb jelly",13,15,""
"BOF2013001",5,60,"Clupea harengus","herring",5,303,""
"BOF2013001",5,2417,"Crangon septemspinosa","sand shrimp",1,2,""
"BOF2013001",5,6115,"Ctenodiscus crispatus","mud star",19,122,""
"BOF2013001",5,320,"Hemitripterus americanus","sea raven",2,1019,""
"BOF2013001",5,40,"Hippoglossoides platessoides","American plaice",1,58,""
"BOF2013001",5,2550,"Homarus americanus","American lobster",8,6778,""
"BOF2013001",5,2319,"Lebbeus groenlandicus","Greenland shrimp",2,5,""
"BOF2013001",5,2523,"Lithodes maja","northern stone crab",1,18,""
"BOF2013001",5,400,"Lophius americanus","monkfish",1,250,""
"BOF2013001",5,11,"Melanogrammus aeglefinus","haddock",20,209,""
"BOF2013001",5,14,"Merluccius bilinearis","silver hake",129,6774,""
"BOF2013001",5,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",2,133,""
"BOF2013001",5,6211,"Ophiopholis aculeata","daisy brittle star",50,40,""
"BOF2013001",5,2212,"Pandalus montagui","Montague shrimp",18,70,""
"BOF2013001",5,4321,"Placopecten magellanicus","deep sea scallop",1,8,""
"BOF2013001",5,43,"Pseudopleuronectes americanus","winter flounder",33,2404,""
"BOF2013001",5,4522,"Semirossia tenera","lesser bobtail squid",2,36,""
"BOF2013001",5,13,"Urophycis chuss","red hake",2,141,""
"BOF2013001",6,62,"Alosa pseudoharengus","alewife",6,757,""
"BOF2013001",6,340,"Aspidophoroides monopterygius","Atlantic alligatorfish",3,11,""
"BOF2013001",6,60,"Clupea harengus","herring",8,422,""
"BOF2013001",6,6115,"Ctenodiscus crispatus","mud star",1,7,""
"BOF2013001",6,320,"Hemitripterus americanus","sea raven",5,3482,""
"BOF2013001",6,2550,"Homarus americanus","American lobster",90,44142.45,""
"BOF2013001",6,,"Doryteuthis pealeii","longfin inshore squid",2,52,""
"BOF2013001",6,11,"Melanogrammus aeglefinus","haddock",22,282,""
"BOF2013001",6,14,"Merluccius bilinearis","silver hake",1183,40929,""
"BOF2013001",6,17,"Microgadus tomcod","Atlantic tomcod",1,18,""
"BOF2013001",6,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",2,75,""
"BOF2013001",6,2212,"Pandalus montagui","Montague shrimp",107,443,""
"BOF2013001",6,4321,"Placopecten magellanicus","deep sea scallop",2,16,""
"BOF2013001",6,43,"Pseudopleuronectes americanus","winter flounder",137,12000,""
"BOF2013001",6,13,"Urophycis chuss","red hake",5,423,""
"BOF2013001",7,,"Asterias vulgaris","northern sea star",1,5,""
"BOF2013001",7,8010,"Aurelia aurita","moon jelly",7,176,""
"BOF2013001",7,,"Ciona intestinalis","sea vase",1,7,""
"BOF2013001",7,2417,"Crangon septemspinosa","sand shrimp",1,1,""
"BOF2013001",7,6611,"Cucumaria frondosa","orange-footed sea cucumber",331,67786.04166666666,""
"BOF2013001",7,320,"Hemitripterus americanus","sea raven",3,2756,""
"BOF2013001",7,2550,"Homarus americanus","American lobster",131,30310.78,""
"BOF2013001",7,,"Doryteuthis pealeii","longfin inshore squid",2,94,""
"BOF2013001",7,2319,"Lebbeus groenlandicus","Greenland shrimp",1,2,""
"BOF2013001",7,,"Lepiodonotus squamatus","scale worm",1,1,""
"BOF2013001",7,203,"Leucoraja erinacea","little skate",5,1345.2,""
"BOF2013001",7,204,"Leucoraja ocellata","winter skate",1,1249,""
"BOF2013001",7,11,"Melanogrammus aeglefinus","haddock",3,76,""
"BOF2013001",7,14,"Merluccius bilinearis","silver hake",132,4442,""
"BOF2013001",7,17,"Microgadus tomcod","Atlantic tomcod",1,8,""
"BOF2013001",7,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",55,3173.9583333333335,""
"BOF2013001",7,301,"Myoxocephalus scorpius","shorthorn sculpin",1,1.5,""
"BOF2013001",7,2211,"Pandalus borealis","northern shrimp",74,720,""
"BOF2013001",7,2212,"Pandalus montagui","Montague shrimp",4476,24976.08,""
"BOF2013001",7,4321,"Placopecten magellanicus","deep sea scallop",7,23,""
"BOF2013001",7,43,"Pseudopleuronectes americanus","winter flounder",25,1193,""
"BOF2013001",7,143,"Scophthalmus aquosus","windowpane flounder",2,58,""
"BOF2013001",7,283,"Sebastes fasciatus","Acadian redfish",2,385,""
"BOF2013001",7,220,"Squalus acanthias","spiny dogfish",1,1882,""
"BOF2013001",7,6411,"Strongylocentrotus droebachiensis","green sea urchin",212,1970,""
"BOF2013001",7,13,"Urophycis chuss","red hake",106,6050.48,""
"BOF2013001",7,12,"Urophycis tenuis","white hake",1,11,""
"BOF2013001",7,640,"Zoarces americanus","ocean pout",1,34,""
"BOF2013001",8,2417,"Crangon septemspinosa","sand shrimp",1,2,""
"BOF2013001",8,10,"Gadus morhua","Atlantic cod",1,2.6,""
"BOF2013001",8,2550,"Homarus americanus","American lobster",371,240393.16,""
"BOF2013001",8,,"Doryteuthis pealeii","longfin inshore squid",6,240,""
"BOF2013001",8,,"Isodycta palmata","palmate sponge",5,285,""
"BOF2013001",8,203,"Leucoraja erinacea","little skate",8,477,""
"BOF2013001",8,204,"Leucoraja ocellata","winter skate",1,212,""
"BOF2013001",8,42,"Limanda ferruginea","yellowtail flounder",1,192,""
"BOF2013001",8,11,"Melanogrammus aeglefinus","haddock",2,15,""
"BOF2013001",8,14,"Merluccius bilinearis","silver hake",277,11845.823529411766,""
"BOF2013001",8,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",10,858,""
"BOF2013001",8,4321,"Placopecten magellanicus","deep sea scallop",12,72,""
"BOF2013001",8,43,"Pseudopleuronectes americanus","winter flounder",95,6923.599999999999,""
"BOF2013001",8,143,"Scophthalmus aquosus","windowpane flounder",38,2138,""
"BOF2013001",8,4317,"Spisula solidissima","surf clam",1,10,""
"BOF2013001",8,6411,"Strongylocentrotus droebachiensis","green sea urchin",17,305,""
"BOF2013001",8,13,"Urophycis chuss","red hake",4,210,""
"BOF2013001",8,12,"Urophycis tenuis","white hake",28,369,""
"BOF2013001",9,201,"Amblyraja radiata","thorny skate",2,380,""
"BOF2013001",9,340,"Aspidophoroides monopterygius","Atlantic alligatorfish",1,10,""
"BOF2013001",9,,"Boltenia ovifera","stalked sea squirt",10,293,""
"BOF2013001",9,2513,"Cancer irroratus","rock crab",6,374,""
"BOF2013001",9,6611,"Cucumaria frondosa","orange-footed sea cucumber",14,5020,""
"BOF2013001",9,320,"Hemitripterus americanus","sea raven",5,2906,""
"BOF2013001",9,2550,"Homarus americanus","American lobster",120,59258,""
"BOF2013001",9,,"Doryteuthis pealeii","longfin inshore squid",2,66,""
"BOF2013001",9,203,"Leucoraja erinacea","little skate",2,1216,""
"BOF2013001",9,204,"Leucoraja ocellata","winter skate",2,1075,""
"BOF2013001",9,11,"Melanogrammus aeglefinus","haddock",2,67,""
"BOF2013001",9,14,"Merluccius bilinearis","silver hake",230,14717,""
"BOF2013001",9,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",18,1481,""
"BOF2013001",9,2562,"Pagurus acadianus","Acadian hermit crab",1,4,""
"BOF2013001",9,2212,"Pandalus montagui","Montague shrimp",204,900,""
"BOF2013001",9,701,"Peprilus triacanthus","butterfish ",7,399,""
"BOF2013001",9,4321,"Placopecten magellanicus","deep sea scallop",14,100,""
"BOF2013001",9,43,"Pseudopleuronectes americanus","winter flounder",54,4552,""
"BOF2013001",9,143,"Scophthalmus aquosus","windowpane flounder",1,35,""
"BOF2013001",9,283,"Sebastes fasciatus","Acadian redfish",1,84,""
"BOF2013001",9,220,"Squalus acanthias","spiny dogfish",2,4368,""
"BOF2013001",9,102,"Stenotomus chrysops","scup",1,146,""
"BOF2013001",9,6411,"Strongylocentrotus droebachiensis","green sea urchin",128,4146,""
"BOF2013001",9,13,"Urophycis chuss","red hake",133,10886,""
"BOF2013001",9,12,"Urophycis tenuis","white hake",5,1487,""
"BOF2013001",9,640,"Zoarces americanus","ocean pout",2,224,""
"BOF2013001",10,62,"Alosa pseudoharengus","alewife",119,14890,""
"BOF2013001",10,,"Boltenia ovifera","stalked sea squirt",1,39,""
"BOF2013001",10,2513,"Cancer irroratus","rock crab",5,193,""
"BOF2013001",10,,"Ciona intestinalis","sea vase",8,85,""
"BOF2013001",10,60,"Clupea harengus","herring",3,120,""
"BOF2013001",10,6115,"Ctenodiscus crispatus","mud star",2,13,""
"BOF2013001",10,2550,"Homarus americanus","American lobster",55,40729,""
"BOF2013001",10,,"Doryteuthis pealeii","longfin inshore squid",1,58,""
"BOF2013001",10,203,"Leucoraja erinacea","little skate",1,128,""
"BOF2013001",10,11,"Melanogrammus aeglefinus","haddock",19,424,""
"BOF2013001",10,14,"Merluccius bilinearis","silver hake",428,29640,""
"BOF2013001",10,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",5,519,""
"BOF2013001",10,2212,"Pandalus montagui","Montague shrimp",13,67,""
"BOF2013001",10,701,"Peprilus triacanthus","butterfish ",31,1695,""
"BOF2013001",10,4321,"Placopecten magellanicus","deep sea scallop",51,1171,""
"BOF2013001",10,43,"Pseudopleuronectes americanus","winter flounder",265,11266,""
"BOF2013001",10,143,"Scophthalmus aquosus","windowpane flounder",5,251,""
"BOF2013001",10,4317,"Spisula solidissima","surf clam",10,136,""
"BOF2013001",10,8613,"Suberites ficus","fig sponge",16,928,""
